emotion	topic	keyword	response
numbness	health	numbness_health_957	Entry 957: When experiencing numbness connected to health, consider reflective breathing, structured planning, mindful awareness, constructive dialogue, and gradual progress evaluation to encourage stability and resilience.
burnout	social_pressure	burnout_social_pressure_958	Entry 958: When experiencing burnout connected to social_pressure, consider reflective breathing, structured planning, mindful awareness, constructive dialogue, and gradual progress evaluation to encourage stability and resilience.
confusion	self_growth	confusion_self_growth_959	Entry 959: When experiencing confusion connected to self_growth, consider reflective breathing, structured planning, mindful awareness, constructive dialogue, and gradual progress evaluation to encourage stability and resilience.
sadness	social_pressure	sadness_social_pressure_960	Entry 960: When experiencing sadness connected to social_pressure, consider reflective breathing, structured planning, mindful awareness, constructive dialogue, and gradual progress evaluation to encourage stability and resilience.
self_doubt	academics	self_doubt_academics_961	Entry 961: When experiencing self_doubt connected to academics, consider reflective breathing, structured planning, mindful awareness, constructive dialogue, and gradual progress evaluation to encourage stability and resilience.
sadness	self_growth	sadness_self_growth_962	Entry 962: When experiencing sadness connected to self_growth, consider reflective breathing, structured planning, mindful awareness, constructive dialogue, and gradual progress evaluation to encourage stability and resilience.
sadness	future	sadness_future_963	Entry 963: When experiencing sadness connected to future, consider reflective breathing, structured planning, mindful awareness, constructive dialogue, and gradual progress evaluation to encourage stability and resilience.
fatigue	health	fatigue_health_964	Entry 964: When experiencing fatigue connected to health, consider reflective breathing, structured planning, mindful awareness, constructive dialogue, and gradual progress evaluation to encourage stability and resilience.
anger	self_growth	anger_self_growth_965	Entry 965: When experiencing anger connected to self_growth, consider reflective breathing, structured planning, mindful awareness, constructive dialogue, and gradual progress evaluation to encourage stability and resilience.
numbness	finance	numbness_finance_966	Entry 966: When experiencing numbness connected to finance, consider reflective breathing, structured planning, mindful awareness, constructive dialogue, and gradual progress evaluation to encourage stability and resilience.
confusion	time_management	confusion_time_management_967	Entry 967: When experiencing confusion connected to time_management, consider reflective breathing, structured planning, mindful awareness, constructive dialogue, and gradual progress evaluation to encourage stability and resilience.
